hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar)
12, 2700.00000, 1948.88, 909.816, 1475.74, 802.778, 1573.79, 617.927
13, 0.00000, 1928.01, 895.402, 1441.31, 783.552, 1533.65, 601.376
13, 900.00000, 1977.37, 920.891, 1484.64, 808.75, 1580.02, 621.77
13, 1800.00000, 2003.01, 925.888, 1511.09, 814.29, 1604.72, 628.321
13, 2700.00000, 2176.06, 1018.43, 1647.98, 900.578, 1755.64, 693.697
14, 0.00000, 2128.97, 993.511, 1603.58, 873.398, 1708.95, 671.945
14, 900.00000, 2096.19, 977.3, 1577.09, 856.845, 1682.31, 658.975
14, 1800.00000, 2029.68, 942.188, 1521.17, 820.79, 1620.58, 633.323
14, 2700.00000, 1995.56, 926.741, 1498.77, 809.881, 1593.98, 626.229
15, 0.00000, 2035, 945.947, 1520.09, 823.924, 1615.32, 637.012
15, 900.00000, 1968.12, 912.629, 1460.7, 788.275, 1553.9, 609.062
15, 1800.00000, 2061.1, 940, 1553.67, 820.229, 1650.72, 633.058
15, 2700.00000, 2040.81, 929.062, 1540.53, 810.028, 1636.18, 626.574
16, 0.00000, 2073.62, 948.842, 1568.29, 830.779, 1668.52, 640.481
16, 900.00000, 2052.47, 940.428, 1553.81, 822.396, 1656.02, 633.957
16, 1800.00000, 2044.9, 935.507, 1554.57, 822.474, 1655.41, 633.604
16, 2700.00000, 2021.26, 914.606, 1531.37, 799.798, 1628.27, 615.848
17, 0.00000, 2066.85, 938.426, 1575.61, 827.344, 1675.47, 636.51
17, 900.00000, 2026.89, 918.957, 1573.1, 824.289, 1671.43, 634.924
17, 1800.00000, 1900.13, 906.954, 1468.98, 830.658, 1565.32, 633.832
17, 2700.00000, 1885.54, 901.578, 1471.07, 832.924, 1568.7, 634.904
18, 0.00000, 1853.26, 886.001, 1453.89, 826.743, 1550.65, 626.321
18, 900.00000, 1977.91, 958.98, 1583.81, 912.917, 1695.43, 689.868
18, 1800.00000, 1975.75, 958.837, 1587.29, 917.468, 1698.5, 692.281
18, 2700.00000, 1873.66, 964.732, 1488.07, 927.792, 1600.48, 698.403
19, 0.00000, 1922.38, 993.05, 1534.86, 959.821, 1654.07, 720.507
19, 900.00000, 1883.32, 972.57, 1507.37, 942.852, 1624.77, 706.572
19, 1800.00000, 1925.19, 988.668, 1550.01, 960.174, 1669.87, 721.16
19, 2700.00000, 1984.26, 1024.54, 1593.27, 987.495, 1723.29, 742.927
20, 0.00000, 1945.88, 1000.57, 1562.48, 968.292, 1684.81, 727.708
20, 900.00000, 2019.61, 1046.62, 1617.75, 1005.7, 1755.42, 754.603
20, 1800.00000, 1949.92, 1003.43, 1562.79, 970.881, 1687.95, 726.704
20, 2700.00000, 2094.63, 1023.29, 1700.31, 985.232, 1829.58, 740.597
21, 0.00000, 2173.07, 1062.55, 1758.06, 1023.35, 1887.82, 769.598
21, 900.00000, 2092.12, 1016.09, 1685.35, 972.369, 1809.67, 731.461
21, 1800.00000, 2002.22, 1001.2, 1595.03, 959.091, 1714.54, 719.73
21, 2700.00000, 1996.99, 1000.55, 1593.49, 956.092, 1715.51, 719.326
22, 0.00000, 1930.88, 962.417, 1536.1, 920.446, 1649.66, 691.218
22, 900.00000, 1954.81, 974.622, 1562.31, 938.764, 1676.17, 703.705
22, 1800.00000, 1960.18, 978.565, 1571.34, 944.722, 1686.45, 708.322
22, 2700.00000, 1872.34, 950.053, 1479.19, 908.595, 1591.39, 680.602
23, 0.00000, 1901.71, 967.243, 1492.9, 918.891, 1609.7, 687.557
23, 900.00000, 1830.27, 929.062, 1433.97, 882.147, 1545, 659.442
23, 1800.00000, 1899.44, 947.429, 1496.11, 902.257, 1610.02, 672.064
23, 2700.00000, 1856.97, 925.055, 1457.76, 876.301, 1568.39, 654.419
24, 0.00000, 1870.69, 933.533, 1469.34, 885.699, 1582.88, 659.659
24, 900.00000, 1811.16, 902.831, 1429.46, 863.83, 1540.73, 639.173
